90001;9
90002;1
90003;5
90004;0
90005;8
90006;7
90007;2
90008;9
90009;1
90010;3
90011;2
90012;9
90013;1
90014;2
90015;0
90016;1
90017;3
90018;2
90019;1
90020;9
90021;7
90022;0
90023;4
90024;5
90025;4
90026;4
90027;6
90028;7
90029;0
90030;8
90031;2
90032;3
90033;0
90034;7
90035;2
90036;6
90037;2
90038;9
90039;3
90040;0
90041;1
90042;1
90043;8
90044;1
90045;6
90046;6
90047;6
90048;9
90049;3
90050;8
90051;0
90052;0
90053;8
90054;8
90055;1
90056;7
90057;5
90058;8
90059;8
90060;6
90061;5
90062;6
90063;6
90064;4
90065;0
90066;5
90067;2
90068;4
90069;9
90070;6
90071;1
90072;3
90073;2
90074;2
90075;8
90076;7
90077;1
90078;0
90079;3
90080;5
90081;4
90082;9
90083;1
90084;4
90085;3
90086;2
90087;0
90088;8
90089;1
90090;5
90091;0
90092;6
90093;2
90094;1
90095;6
90096;7
90097;8
90098;3
90099;2
90100;4
90101;7
90102;8
90103;9
90104;9
90105;9
90106;3
90107;8
90108;5
90109;9
90110;5
90111;4
90112;8
90113;6
90114;3
90115;5
90116;1
90117;4
90118;9
90119;6
90120;3
90121;7
90122;9
90123;7
90124;7
90125;0
90126;5
90127;0
90128;8
90129;9
90130;1
90131;0
90132;2
90133;0
90134;0
90135;8
90136;5
90137;7
90138;0
90139;7
90140;3
90141;9
90142;6
90143;3
90144;1
90145;2
90146;2
90147;5
90148;9
90149;9
90150;3
90151;7
90152;4
90153;9
90154;3
90155;9
90156;0
90157;8
90158;2
90159;8
90160;5
90161;3
90162;0
90163;2
90164;5
90165;6
90166;5
90167;6
90168;7
90169;4
90170;7
90171;2
90172;4
90173;3
90174;1
90175;1
90176;1
90177;4
90178;1
90179;6
90180;7
90181;8
90182;1
90183;8
90184;3
90185;2
90186;8
90187;6
90188;2
90189;5
90190;6
90191;5
90192;3
90193;5
90194;3
90195;1
90196;4
90197;1
90198;9
90199;1
90200;3
90201;5
90202;4
90203;4
90204;1
90205;7
90206;9
90207;7
90208;4
90209;1
90210;9
90211;6
90212;3
90213;6
90214;8
90215;8
90216;5
90217;5
90218;2
90219;4
90220;7
90221;2
90222;3
90223;7
90224;4
90225;7
90226;5
90227;6
90228;0
90229;4
90230;4
90231;5
90232;0
90233;6
90234;5
90235;3
90236;6
90237;6
90238;9
90239;5
90240;7
90241;1
90242;7
90243;5
90244;4
90245;0
90246;6
90247;7
90248;4
90249;6
90250;8
90251;3
90252;9
90253;3
90254;6
90255;4
90256;8
90257;1
90258;2
90259;3
90260;8
90261;9
90262;3
90263;3
90264;8
90265;6
90266;6
90267;0
90268;3
90269;9
90270;2
90271;9
90272;9
90273;7
90274;4
90275;9
90276;8
90277;4
90278;7
90279;4
90280;8
90281;7
90282;0
90283;8
90284;5
90285;0
90286;4
90287;8
90288;8
90289;6
90290;0
90291;9
90292;5
90293;7
90294;1
90295;4
90296;4
90297;4
90298;7
90299;0
90300;6
90301;9
90302;6
90303;4
90304;0
90305;8
90306;8
90307;9
90308;3
90309;7
90310;2
90311;5
90312;5
90313;2
90314;5
90315;6
90316;5
90317;7
90318;4
90319;6
90320;8
90321;7
90322;5
90323;0
90324;0
90325;0
90326;6
90327;1
90328;6
90329;0
90330;5
90331;0
90332;7
90333;0
90334;2
90335;7
90336;5
90337;1
90338;5
90339;0
90340;2
90341;1
90342;7
90343;9
90344;3
90345;1
90346;2
90347;5
90348;0
90349;7
90350;9
90351;4
90352;7
90353;8
90354;2
90355;3
