90001;7
90002;9
90003;9
90004;9
90005;8
90006;9
90007;9
90008;6
90009;9
90010;9
90011;8
90012;9
90013;2
90014;7
90015;9
90016;9
90017;9
90018;2
90019;7
90020;7
90021;9
90022;1
90023;9
90024;7
90025;6
90026;9
90027;7
90028;9
90029;9
90030;7
90031;5
90032;8
90033;9
90034;9
90035;6
90036;9
90037;9
90038;9
90039;2
90040;9
90041;6
90042;9
90043;9
90044;1
90045;9
90046;9
90047;9
90048;1
90049;7
90050;9
90051;7
90052;9
90053;9
90054;9
90055;3
90056;9
90057;9
90058;9
90059;9
90060;9
90061;9
90062;9
90063;9
90064;9
90065;9
90066;9
90067;7
90068;7
90069;9
90070;9
90071;7
90072;9
90073;1
90074;1
90075;2
90076;1
90077;9
90078;9
90079;9
90080;3
90081;7
90082;2
90083;9
90084;9
90085;7
90086;1
90087;9
90088;1
90089;7
90090;7
90091;9
90092;9
90093;7
90094;2
90095;1
90096;7
90097;3
90098;7
90099;7
90100;2
90101;7
90102;9
90103;7
90104;9
90105;9
90106;7
90107;9
90108;9
90109;9
90110;9
90111;6
90112;9
90113;9
90114;2
90115;1
90116;8
90117;7
90118;9
90119;9
90120;9
90121;8
90122;3
90123;9
90124;7
90125;9
90126;2
90127;9
90128;9
90129;7
90130;9
90131;9
90132;9
90133;7
90134;9
90135;7
90136;9
90137;9
90138;9
90139;2
90140;2
90141;7
90142;9
90143;8
90144;6
90145;9
90146;9
90147;9
90148;9
90149;7
90150;9
90151;9
90152;0
90153;9
90154;1
90155;1
90156;3
90157;2
90158;9
90159;9
90160;9
90161;6
90162;3
90163;9
90164;2
90165;7
90166;7
90167;6
90168;0
90169;6
90170;7
90171;8
90172;7
90173;9
90174;9
90175;5
90176;9
90177;3
90178;9
90179;9
90180;9
90181;9
90182;7
90183;7
90184;9
90185;1
90186;9
90187;9
90188;3
90189;9
90190;9
90191;7
90192;7
90193;7
90194;9
90195;6
90196;9
90197;9
90198;1
90199;8
90200;7
90201;7
90202;2
90203;7
90204;7
90205;9
90206;7
90207;9
90208;9
90209;7
90210;9
90211;6
90212;9
90213;6
90214;9
90215;9
90216;9
90217;9
90218;9
90219;7
90220;7
90221;9
90222;9
90223;7
90224;2
90225;9
90226;9
90227;2
90228;9
90229;2
90230;7
90231;1
90232;9
90233;9
90234;9
90235;9
90236;7
90237;9
90238;2
90239;7
90240;1
90241;7
90242;2
90243;9
90244;9
90245;9
90246;7
90247;9
90248;9
90249;9
90250;9
90251;2
90252;9
90253;7
90254;9
90255;2
90256;6
90257;7
90258;7
90259;7
90260;7
90261;7
90262;7
90263;9
90264;9
90265;9
90266;9
90267;9
90268;7
90269;2
90270;2
90271;0
90272;7
90273;2
90274;7
90275;2
90276;9
90277;9
90278;1
90279;9
90280;9
90281;7
90282;7
90283;9
90284;9
90285;9
90286;9
90287;9
90288;7
90289;9
90290;9
90291;9
90292;7
90293;9
90294;9
90295;2
90296;9
90297;9
90298;9
90299;8
90300;9
90301;7
90302;7
90303;1
90304;7
90305;9
90306;6
90307;9
90308;9
90309;7
90310;9
90311;9
90312;7
90313;9
90314;8
90315;5
90316;9
90317;9
90318;9
90319;9
90320;2
90321;9
90322;9
90323;9
90324;7
90325;9
90326;9
90327;2
90328;9
90329;7
90330;9
90331;9
90332;7
90333;0
90334;9
90335;8
90336;7
90337;9
90338;9
90339;7
90340;9
90341;9
90342;9
90343;9
90344;7
90345;9
90346;9
90347;9
90348;9
90349;9
90350;9
90351;7
90352;0
90353;9
90354;9
90355;7
90356;7
90357;7
90358;0
90359;7
90360;7
90361;7
90362;9
90363;9
90364;9
90365;7
90366;9
90367;9
90368;1
90369;9
90370;0
90371;5
90372;7
90373;2
90374;0
90375;9
90376;2
90377;7
90378;9
90379;9
90380;9
90381;7
90382;7
90383;2
90384;9
90385;9
90386;9
90387;9
90388;7
90389;7
90390;1
90391;9
90392;7
90393;9
90394;9
90395;7
90396;9
90397;9
90398;7
90399;9
90400;6
90401;2
90402;7
90403;2
90404;3
90405;7
90406;9
90407;7
90408;7
90409;9
90410;9
90411;9
90412;7
90413;7
90414;9
90415;7
90416;7
90417;9
90418;2
90419;9
90420;3
90421;7
90422;9
90423;9
90424;9
90425;9
90426;1
90427;7
90428;9
90429;9
90430;9
90431;7
90432;9
90433;9
90434;8
90435;9
90436;9
90437;9
90438;7
90439;7
90440;9
90441;1
90442;9
90443;7
90444;7
90445;6
90446;2
90447;9
90448;9
90449;7
90450;1
90451;9
90452;8
90453;7
90454;7
90455;7
90456;5
90457;7
90458;7
90459;9
90460;8
90461;9
90462;1
90463;6
90464;7
90465;9
90466;9
90467;9
90468;9
90469;9
90470;7
90471;9
90472;9
90473;9
90474;9
90475;6
90476;2
90477;5
90478;2
90479;9
90480;9
90481;9
90482;9
90483;9
90484;1
90485;1
90486;5
90487;6
90488;9
90489;9
90490;7
90491;6
90492;9
90493;6
90494;9
90495;7
90496;9
90497;9
90498;9
90499;7
90500;9
90501;1
90502;7
90503;9
90504;9
90505;8
90506;2
90507;3
90508;7
90509;7
90510;7
90511;9
90512;2
90513;7
90514;7
90515;9
90516;9
90517;7
90518;9
90519;9
90520;9
90521;2
90522;1
90523;9
90524;9
90525;7
90526;7
90527;7
90528;0
90529;9
90530;9
90531;9
90532;7
90533;9
90534;9
90535;9
90536;9
90537;3
90538;7
90539;0
90540;7
90541;7
90542;9
90543;7
90544;7
90545;9
90546;2
90547;2
90548;9
90549;6
90550;7
90551;9
90552;9
90553;7
90554;6
90555;9
90556;8
90557;3
90558;9
90559;9
90560;9
90561;9
90562;2
90563;6
90564;7
90565;7
90566;9
90567;7
90568;6
90569;8
90570;7
90571;1
90572;9
90573;7
90574;9
90575;7
90576;9
90577;8
90578;9
90579;8
